('cinl', 'le'): 1.0
('gun', 'ko'): 0.0005896226415094339
('gun', 'go'): 0.0005896226415094339
('gun', 'gor'): 0.0005896226415094339
('gun', 'sa'): 0.0005896226415094339
('gun', 'ba'): 0.0005896226415094339
('gun', 'ki'): 0.0005896226415094339
('gun', 'dey'): 0.0005896226415094339
('gun', 'vor'): 0.0005896226415094339
('ve', 'rip'): 0.0005893909626719057
('ve', 'de'): 0.0005893909626719057
('ve', 'nin'): 0.0005893909626719057
('wtspc', 'tan'): 0.0005886782120610582
('wtspc', 'boy'): 0.0005886782120610582
('bir', 'ming'): 0.0005885815185403178
('ra', 'kan'): 0.0005868544600938967
('ra', 'gan'): 0.0005868544600938967
('ra', 'ver'): 0.0005868544600938967
('ra', 'nus'): 0.0005868544600938967
('ra', 'n'): 0.0005868544600938967
('ra', 'sik'): 0.0005868544600938967
('ka', 'yin'): 0.00058679706601467
('ka', 'pan'): 0.00058679706601467
('ka', 'buk'): 0.00058679706601467
('ka', 'yet'): 0.00058679706601467
('ka', 'yan'): 0.00058679706601467
('ta', 'rir'): 0.0005867253392005867
('ta', 'endsntnc'): 0.0005867253392005867
('ta', 'va'): 0.0005867253392005867
('ta', 'kil'): 0.0005867253392005867
('ta', 'ros'): 0.0005867253392005867
('bi', 'y'): 0.0005860290670417253
('bi', 'tak'): 0.0005860290670417253
('bi', 'tis'): 0.0005860290670417253
('bi', 'yen'): 0.0005860290670417253
('bi', 'ler'): 0.0005860290670417253
('bi', 'la'): 0.0005860290670417253
('bi', 'ta'): 0.0005860290670417253
('bi', 'zan'): 0.0005860290670417253
('sa', 'yin'): 0.000585308750365818
('sa', 'bur'): 0.000585308750365818
('sa', 'nir'): 0.000585308750365818
('sa', 'ka'): 0.000585308750365818
('sa', 'din'): 0.000585308750365818
('sa', 'gir'): 0.000585308750365818
('ba', 'kay'): 0.0005812826971517147
('ba', 'h'): 0.0005812826971517147
('ba', 'bam'): 0.0005812826971517147
('ba', 'ru'): 0.0005812826971517147
('ba', 'den'): 0.0005812826971517147
('ba', 'tas'): 0.0005812826971517147
('ba', 'kus'): 0.0005812826971517147
('ba', 'ge'): 0.0005812826971517147
('ba', 'kip'): 0.0005812826971517147
('ba', 'sor'): 0.0005812826971517147
('ba', 'b'): 0.0005812826971517147
('ba', 'dir'): 0.0005812826971517147
('ba', 'tar'): 0.0005812826971517147
('ba', 'co'): 0.0005812826971517147
('ya', 'pip'): 0.0005810912894415712
('ya', 'tik'): 0.0005810912894415712
('ya', 'vuz'): 0.0005810912894415712
('ya', 'fet'): 0.0005810912894415712
('wtspc', 'ses'): 0.0005804640974741598
('ce', 'ti'): 0.0005779511631267157
('ce', 'sur'): 0.0005779511631267157
('ce', 'bey'): 0.0005779511631267157
('ce', 'ci'): 0.0005779511631267157
('ce', 'ba'): 0.0005779511631267157
('ce', 'l'): 0.0005779511631267157
('ce', 'viz'): 0.0005779511631267157
('ce', 'm'): 0.0005779511631267157
('ce', 'mev'): 0.0005779511631267157
('wtspc', 'pe'): 0.0005777260592785269
('wtspc', 'mad'): 0.0005777260592785269
('ti', 'm'): 0.0005771291944925385
('ti', 'yet'): 0.0005771291944925385
('ti', 'sir'): 0.0005771291944925385
('ti', 'tiz'): 0.0005771291944925385
('ti', 'ras'): 0.0005771291944925385
('ti', 'ket'): 0.0005771291944925385
('ti', 'nos'): 0.0005771291944925385
('ti', 'nat'): 0.0005771291944925385
('wtspc', 'dal'): 0.0005749880210828941
('na', 'rim'): 0.0005748447919061853
('na', 'dil'): 0.0005748447919061853
('na', 'yet'): 0.0005748447919061853
('na', 'kin'): 0.0005748447919061853
('na', 'ci'): 0.0005748447919061853
('na', 'kol'): 0.0005748447919061853
('nin', 'ce'): 0.0005743825387708214
('a', 'sim'): 0.0005737234652897303
('a', 'sin'): 0.0005737234652897303
('a', 'ze'): 0.0005737234652897303
('a', 'rin'): 0.0005737234652897303
('a', 'kut'): 0.0005737234652897303
('ri', 'ba'): 0.0005730659025787965
('wtspc', 'rag'): 0.0005722499828872613
('wtspc', 'dag'): 0.0005722499828872613
('nu', 'sen'): 0.0005720823798627002
('nu', 'nen'): 0.0005720823798627002
('nu', 'zu'): 0.0005720823798627002
('nu', 'gor'): 0.0005720823798627002
('endsntnc', 'go'): 0.0005716591566346089
('endsntnc', 'co'): 0.0005716591566346089
('endsntnc', 'for'): 0.0005716591566346089
('endsntnc', 'mars'): 0.0005716591566346089
('ni', 'fa'): 0.000571183778380694
('ni', 'pu'): 0.000571183778380694
('ni', 'ter'): 0.000571183778380694
('lin', 'cal'): 0.0005704506560182544
('lin', 'coln'): 0.0005704506560182544
('lin', 'day'): 0.0005704506560182544
('lin', 'ge'): 0.0005704506560182544
('wtspc', 'ter'): 0.0005695119446916285
('ki', 'sal'): 0.0005687819939871618
('ki', 'nik'): 0.0005687819939871618
('ki', 'lap'): 0.0005687819939871618
('ki', 'nen'): 0.0005687819939871618
('ci', 'ma'): 0.0005669737774627923
('ci', 'van'): 0.0005669737774627923
('ci', 'sal'): 0.0005669737774627923
('ci', 'ko'): 0.0005669737774627923
('kar', 'tals'): 0.0005665722379603399
('kar', 'tip'): 0.0005665722379603399
('kar', 'lof'): 0.0005665722379603399
('kar', 'lovy'): 0.0005665722379603399
('kar', 'pu'): 0.0005665722379603399
('kar', 'sa'): 0.0005665722379603399
('kar', 'nin'): 0.0005665722379603399
('kar', 'tog'): 0.0005665722379603399
('kar', 'ci'): 0.0005665722379603399
('kar', 'ba'): 0.0005665722379603399
('kar', 'tan'): 0.0005665722379603399
('kar', 'delj'): 0.0005665722379603399
('kar', 'gin'): 0.0005665722379603399
('cok', 'l'): 0.0005656108597285068
('cok', 'dil'): 0.0005656108597285068
('cok', 'soy'): 0.0005656108597285068
('cok', 'mek'): 0.0005656108597285068
('cok', 'go'): 0.0005656108597285068
('cok', 'endsntnc'): 0.0005656108597285068
('cok', 'kul'): 0.0005656108597285068
('cok', 'renk'): 0.0005656108597285068
('cok', 'la'): 0.0005656108597285068
('cok', 'tav'): 0.0005656108597285068
('cok', 'kun'): 0.0005656108597285068
('cok', 'tur'): 0.0005656108597285068
('cok', 'las'): 0.0005656108597285068
('cok', 'lup'): 0.0005656108597285068
('cok', 'se'): 0.0005656108597285068
('ma', 'yin'): 0.0005650515609549371
('ma', 'zi'): 0.0005650515609549371
('ma', 'de'): 0.0005650515609549371
('u', 'mum'): 0.0005615874204417821
('u', 'lan'): 0.0005615874204417821
('u', 'leb'): 0.0005615874204417821
('u', 'gu'): 0.0005615874204417821
('u', 'lam'): 0.0005615874204417821
('u', 'ti'): 0.0005615874204417821
('u', 'na'): 0.0005615874204417821
('u', 'cer'): 0.0005615874204417821
('u', 'me'): 0.0005615874204417821
('u', 'te'): 0.0005615874204417821
('u', 'ri'): 0.0005615874204417821
('o', 'turt'): 0.0005590496156533892
('o', 'zan'): 0.0005590496156533892
('o', 'rul'): 0.0005590496156533892
('o', 'kuz'): 0.0005590496156533892
('o', 'ze'): 0.0005590496156533892
('o', 'be'): 0.0005590496156533892
('dil', 'sin'): 0.0005589714924538849
('dil', 'dil'): 0.0005589714924538849
('dil', 'endsntnc'): 0.0005589714924538849
('dil', 'lac'): 0.0005589714924538849
('dil', 'diy'): 0.0005589714924538849
('dil', 'lik'): 0.0005589714924538849
('dil', 'bir'): 0.0005589714924538849
('yan', 'bu'): 0.0005580357142857143
('yan', 'par'): 0.0005580357142857143
('yan', 'gil'): 0.0005580357142857143
('yan', 'gar'): 0.0005580357142857143
('yan', 'de'): 0.0005580357142857143
('yan', 'dex'): 0.0005580357142857143
('yan', 'cac'): 0.0005580357142857143
('yan', 'dik'): 0.0005580357142857143
('yan', 'ta'): 0.0005580357142857143
('yan', 'maz'): 0.0005580357142857143
('yan', 'ci'): 0.0005580357142857143
('yan', 'tas'): 0.0005580357142857143
('yan', 'kar'): 0.0005580357142857143
('yan', 'du'): 0.0005580357142857143
('yan', 'siz'): 0.0005580357142857143
('ye', 'hu'): 0.0005567928730512249
('ye', 'vin'): 0.0005567928730512249
('si', 'mis'): 0.000556508834577749
('si', 'lar'): 0.000556508834577749
('si', 'to'): 0.000556508834577749
('si', 'mu'): 0.000556508834577749
('si', 'nan'): 0.000556508834577749
('si', 'gor'): 0.000556508834577749
('dan', 'nin'): 0.0005549389567147614
('bgnsntnc', 'kay'): 0.0005537098560354374
('bgnsntnc', 'cu'): 0.0005537098560354374
('bgnsntnc', 'sim'): 0.0005537098560354374
('bgnsntnc', 'kap'): 0.0005537098560354374
('bgnsntnc', 'lo'): 0.0005537098560354374
('bgnsntnc', 'jo'): 0.0005537098560354374
('bgnsntnc', 'for'): 0.0005537098560354374
('bgnsntnc', 'ses'): 0.0005537098560354374
('bgnsntnc', 'ust'): 0.0005537098560354374
('bgnsntnc', 'lar'): 0.0005537098560354374
('bgnsntnc', 'sir'): 0.0005537098560354374
('bgnsntnc', 'un'): 0.0005537098560354374
('bgnsntnc', 'gec'): 0.0005537098560354374
('bgnsntnc', 'cog'): 0.0005537098560354374
('bgnsntnc', 'ant'): 0.0005537098560354374
('bgnsntnc', 'buy'): 0.0005537098560354374
('wtspc', 'sar'): 0.0005530837155178315
('ke', 'lep'): 0.0005511160099200882
('ke', 'ru'): 0.0005511160099200882
('ke', 'yin'): 0.0005511160099200882
('ke', 'if'): 0.0005511160099200882
('ke', 'lam'): 0.0005511160099200882
('ke', 'sel'): 0.0005511160099200882
('ke', 'rem'): 0.0005511160099200882
('ke', 'men'): 0.0005511160099200882
('ke', 'let'): 0.0005511160099200882
('ke', 'gi'): 0.0005511160099200882
('ke', 'nay'): 0.0005511160099200882
('ke', 'rim'): 0.0005511160099200882
('ke', 'len'): 0.0005511160099200882
('ke', 'yal'): 0.0005511160099200882
('ke', 'fel'): 0.0005511160099200882
('ke', 'niy'): 0.0005511160099200882
('tur', 'se'): 0.000550357732526142
('tur', 'la'): 0.000550357732526142
('tur', 'mu'): 0.000550357732526142
('tur', 'les'): 0.000550357732526142
('tur', 'sa'): 0.000550357732526142
('tur', 'dan'): 0.000550357732526142
('wtspc', 'ih'): 0.0005503456773221987
('wtspc', 'kut'): 0.0005476076391265658
('gi', 'cal'): 0.0005448318804483188
('gi', 'rit'): 0.0005448318804483188
('gi', 'ca'): 0.0005448318804483188
('li', 'mat'): 0.0005447809980387884
('li', 'ki'): 0.0005447809980387884
('li', 'miz'): 0.0005447809980387884
('li', 'g'): 0.0005447809980387884
('li', 'va'): 0.0005447809980387884
('ca', 'fe'): 0.000544069640914037
('ca', 'vo'): 0.000544069640914037
('ca', 'siy'): 0.000544069640914037
('ca', 'vu'): 0.000544069640914037
('ca', 'ho'): 0.000544069640914037
('ca', 'yak'): 0.000544069640914037
('ca', 'bil'): 0.000544069640914037
('ca', 'mur'): 0.000544069640914037
('tik', 'fo'): 0.0005434782608695652
('tik', 'da'): 0.0005434782608695652
('tik', 'yu'): 0.0005434782608695652
('tik', 's'): 0.0005434782608695652
('tik', 'fer'): 0.0005434782608695652
('tik', 'ras'): 0.0005434782608695652
('tik', 'man'): 0.0005434782608695652
('tik', 'den'): 0.0005434782608695652
('tik', 'ge'): 0.0005434782608695652
('tik', 'ciy'): 0.0005434782608695652
('tik', 'ter'): 0.0005434782608695652
('tik', 'siz'): 0.0005434782608695652
('tik', 'bu'): 0.0005434782608695652
('tik', 'sin'): 0.0005434782608695652
('lan', 'go'): 0.0005423728813559322
('lan', 'der'): 0.0005423728813559322
('ha', 'c'): 0.0005422993492407809
('ha', 'ris'): 0.0005422993492407809
('ha', 'rold'): 0.0005422993492407809
('ha', 'ham'): 0.0005422993492407809
('ha', 'vut'): 0.0005422993492407809
('ha', 'za'): 0.0005422993492407809
('ha', 'mu'): 0.0005422993492407809
('ha', 'zer'): 0.0005422993492407809
('ha', 'sir'): 0.0005422993492407809
('ha', 'rap'): 0.0005422993492407809
('ha', 'mil'): 0.0005422993492407809
('ha', 'tip'): 0.0005422993492407809
('ha', 'endsntnc'): 0.0005422993492407809
('ha', 'les'): 0.0005422993492407809
('ha', 'n'): 0.0005422993492407809
('ha', 'rat'): 0.0005422993492407809
('ha', 'ned'): 0.0005422993492407809
('ha', 'lis'): 0.0005422993492407809
('ha', 'rald'): 0.0005422993492407809
('ha', 'cin'): 0.0005422993492407809
('ha', 'tin'): 0.0005422993492407809
('ha', 'ler'): 0.0005422993492407809
('wtspc', 'zi'): 0.0005421315627353001
('wtspc', 'gon'): 0.0005421315627353001
('i', 'zi'): 0.0005396006954853409
('i', 'let'): 0.0005396006954853409
('i', 'tu'): 0.0005396006954853409
('i', 'cen'): 0.0005396006954853409
('wtspc', 'res'): 0.0005393935245396673
('endsntnc', 'to'): 0.0005380321474208084
('endsntnc', 'son'): 0.0005380321474208084
('endsntnc', 'b'): 0.0005380321474208084
('endsntnc', 'yo'): 0.0005380321474208084
('endsntnc', 'yil'): 0.0005380321474208084
('endsntnc', 'kars'): 0.0005380321474208084
('wtspc', 'ait'): 0.0005366554863440345
('wtspc', 'alt'): 0.0005366554863440345
('yu', 'san'): 0.000536480686695279
('yu', 'zer'): 0.000536480686695279
('yu', 'bog'): 0.000536480686695279
('yu', 'guz'): 0.000536480686695279
('yu', 'gen'): 0.000536480686695279
('yu', 'ker'): 0.000536480686695279
('yu', 'yil'): 0.000536480686695279
('yu', 'lar'): 0.000536480686695279
('yu', 'bu'): 0.000536480686695279
('yu', 'te'): 0.000536480686695279
('yu', 'tar'): 0.000536480686695279
('yu', 'yan'): 0.000536480686695279
('yu', 'yo'): 0.000536480686695279
('yu', 'gun'): 0.000536480686695279
('yu', 'ge'): 0.000536480686695279
('yu', 'ruk'): 0.000536480686695279
('yu', 'bi'): 0.000536480686695279
('yu', 'sa'): 0.000536480686695279
('yu', 'kor'): 0.000536480686695279
('yu', 'kol'): 0.000536480686695279
('yu', 'zul'): 0.000536480686695279
('yu', 'ke'): 0.000536480686695279
('yu', 'sal'): 0.000536480686695279
('yu', 'endsntnc'): 0.000536480686695279
('yu', 'len'): 0.000536480686695279
('yu', 'ha'): 0.000536480686695279
('yu', 'zum'): 0.000536480686695279
('s', 'he'): 0.0005349023803155924
('s', 'tir'): 0.0005349023803155924
('s', 'iegf'): 0.0005349023803155924
('s', 'tend'): 0.0005349023803155924
('s', 'ler'): 0.0005349023803155924
('s', 'eeins'): 0.0005349023803155924
('s', 'pint'): 0.0005349023803155924
('s', 'hef'): 0.0005349023803155924
('s', 'ko'): 0.0005349023803155924
('s', 'q'): 0.0005349023803155924
('s', 'pat'): 0.0005349023803155924
('s', 'men'): 0.0005349023803155924
('s', 'ais'): 0.0005349023803155924
('s', 'ius'): 0.0005349023803155924
('s', 'yan'): 0.0005349023803155924
('s', 'iu'): 0.0005349023803155924
('s', 'how'): 0.0005349023803155924
('s', 'oa'): 0.0005349023803155924
('s', 'tac'): 0.0005349023803155924
('s', 'uar'): 0.0005349023803155924
('s', 'dal'): 0.0005349023803155924
('s', 'we'): 0.0005349023803155924
('s', 'iue'): 0.0005349023803155924
('s', 'wift'): 0.0005349023803155924
('s', 'oiec'): 0.0005349023803155924
('s', 'ions'): 0.0005349023803155924
('s', 'tur'): 0.0005349023803155924
('s', 'par'): 0.0005349023803155924
('s', 'hift'): 0.0005349023803155924
('s', 'our'): 0.0005349023803155924
('s', 'tek'): 0.0005349023803155924
('s', 'ke'): 0.0005349023803155924
('s', 'n'): 0.0005349023803155924
('s', 'li'): 0.0005349023803155924
('s', 'top'): 0.0005349023803155924
('s', 'out'): 0.0005349023803155924
('s', 'iung'): 0.0005349023803155924
('s', 'han'): 0.0005349023803155924
('s', 'siz'): 0.0005349023803155924
('s', 'zi'): 0.0005349023803155924
('s', 'uur'): 0.0005349023803155924
('s', 'mells'): 0.0005349023803155924
('s', 'iedl'): 0.0005349023803155924
('s', 'perm'): 0.0005349023803155924
('s', 'earch'): 0.0005349023803155924
('s', 'tars'): 0.0005349023803155924
('s', 'bo'): 0.0005349023803155924
('s', 'hell'): 0.0005349023803155924
('s', 'aar'): 0.0005349023803155924
('s', 'auer'): 0.0005349023803155924
('s', 'wa'): 0.0005349023803155924
('s', 'viz'): 0.0005349023803155924
('s', 'oo'): 0.0005349023803155924
('s', 'ce'): 0.0005349023803155924
('ler', 'be'): 0.0005339741022560405
('ler', 'let'): 0.0005339741022560405
('fi', 'lip'): 0.0005333333333333334
('fi', 'ga'): 0.0005333333333333334
('fi', 'sil'): 0.0005333333333333334
('fi', 'lum'): 0.0005333333333333334
('fi', 'sis'): 0.0005333333333333334
('fi', 'liy'): 0.0005333333333333334
('fi', 'ta'): 0.0005333333333333334
('fi', 'ro'): 0.0005333333333333334
('fi', 'fe'): 0.0005333333333333334
('fi', 'lim'): 0.0005333333333333334
('fi', 'da'): 0.0005333333333333334
('fi', 'kic'): 0.0005333333333333334
('fi', 'tas'): 0.0005333333333333334
('fi', 'ku'): 0.0005333333333333334
('fi', 'top'): 0.0005333333333333334
('fi', 'yo'): 0.0005333333333333334
('fi', 'siy'): 0.0005333333333333334
('fi', 'x'): 0.0005333333333333334
('fi', 'nos'): 0.0005333333333333334
('fi', 'ber'): 0.0005333333333333334
('fi', 'zim'): 0.0005333333333333334
('fi', 'ze'): 0.0005333333333333334
('fi', 've'): 0.0005333333333333334
('fi', 'cal'): 0.0005333333333333334
('fi', 'es'): 0.0005333333333333334
('fi', 'go'): 0.0005333333333333334
('fi', 'zist'): 0.0005333333333333334
('fi', 'tik'): 0.0005333333333333334
('fi', 'zem'): 0.0005333333333333334
('fi', 'lak'): 0.0005333333333333334
('fi', 'lac'): 0.0005333333333333334
('fi', 'din'): 0.0005333333333333334
('fi', 'yas'): 0.0005333333333333334
('di', 'renc'): 0.0005331911490269261
('di', 'min'): 0.0005331911490269261
('di', 've'): 0.0005331911490269261
('di', 'lim'): 0.0005331911490269261
('la', 'sin'): 0.0005322865032103529
('la', 'yik'): 0.0005322865032103529
('ri', 'di'): 0.0005321326238231682
('ri', 'fe'): 0.0005321326238231682
('lo', 'je'): 0.0005313496280552603
('lo', 'te'): 0.0005313496280552603
('lo', 'r'): 0.0005313496280552603
('lo', 'lan'): 0.0005313496280552603
('lo', 'gisc'): 0.0005313496280552603
('lo', 'jip'): 0.0005313496280552603
('lo', 'm'): 0.0005313496280552603
('lo', 'wa'): 0.0005313496280552603
('lo', 'to'): 0.0005313496280552603
('lo', 'tun'): 0.0005313496280552603
('lo', 'wer'): 0.0005313496280552603
('lo', 'zel'): 0.0005313496280552603
('lo', 'ki'): 0.0005313496280552603
('lo', 'po'): 0.0005313496280552603
('lo', 'jist'): 0.0005313496280552603
('lo', 'dan'): 0.0005313496280552603
('lo', 'des'): 0.0005313496280552603
('lo', 'kus'): 0.0005313496280552603
('lo', 'kas'): 0.0005313496280552603
('lo', 'rop'): 0.0005313496280552603
('lo', 'yang'): 0.0005313496280552603
('lo', 'tan'): 0.0005313496280552603
('lo', 'sey'): 0.0005313496280552603
('lo', 'so'): 0.0005313496280552603
('lo', 'y'): 0.0005313496280552603
('lo', 'yan'): 0.0005313496280552603
('lo', 'log'): 0.0005313496280552603
('lo', 'ver'): 0.0005313496280552603
('lo', 'kuy'): 0.0005313496280552603
('lo', 'ru'): 0.0005313496280552603
('lo', 'way'): 0.0005313496280552603
('lo', 'bac'): 0.0005313496280552603
('lo', 'bo'): 0.0005313496280552603
('lo', 'dur'): 0.0005313496280552603
('lo', 'run'): 0.0005313496280552603
('lo', 'jen'): 0.0005313496280552603
('lo', 'rand'): 0.0005313496280552603
('lo', 'kot'): 0.0005313496280552603
('lo', 'bel'): 0.0005313496280552603
('lo', 'ker'): 0.0005313496280552603
('lo', 'ke'): 0.0005313496280552603
('lo', 'res'): 0.0005313496280552603
('lo', 'si'): 0.0005313496280552603
('lo', 'sa'): 0.0005313496280552603
('lo', 'morf'): 0.0005313496280552603
('lo', 'ten'): 0.0005313496280552603
('lo', 'car'): 0.0005313496280552603
('lo', 'pak'): 0.0005313496280552603
('lo', 'kum'): 0.0005313496280552603
('wtspc', 'pek'): 0.0005311794099527689
('wtspc', 'ust'): 0.0005311794099527689
('wtspc', 'huc'): 0.0005311794099527689
('te', 'mek'): 0.0005290445455507353
('te', 'nir'): 0.0005290445455507353
('te', 'kel'): 0.0005290445455507353
('te', 'ti'): 0.0005290445455507353
('te', 'ka'): 0.0005290445455507353
('te', 'nus'): 0.0005290445455507353
('te', 's'): 0.0005290445455507353
('te', 'mik'): 0.0005290445455507353
('wtspc', 'koy'): 0.000528441371757136
('ran', 'endsntnc'): 0.000526592943654555
('ran', 'zo'): 0.000526592943654555
('ran', 'zis'): 0.000526592943654555
('ran', 'ta'): 0.000526592943654555
('ran', 'te'): 0.000526592943654555
('ran', 'tas'): 0.000526592943654555
('ran', 'tos'): 0.000526592943654555
('ran', 'tus'): 0.000526592943654555
('ran', 'tist'): 0.000526592943654555
('ran', 'go'): 0.000526592943654555
('ran', 'do'): 0.000526592943654555
('ran', 'kings'): 0.000526592943654555
('ran', 'gi'): 0.000526592943654555
('ran', 'sim'): 0.000526592943654555
('ran', 'gu'): 0.000526592943654555
('ran', 'buk'): 0.000526592943654555
('ran', 'tor'): 0.000526592943654555
('ran', 'fir'): 0.000526592943654555
('ran', 'sam'): 0.000526592943654555
('ran', 'le'): 0.000526592943654555
('ran', 'nin'): 0.000526592943654555
('ran', 'kurt'): 0.000526592943654555
('ran', 'fe'): 0.000526592943654555
('ran', 'den'): 0.000526592943654555
('ran', 'jor'): 0.000526592943654555
('ran', 'saf'): 0.000526592943654555
('ran', 'ken'): 0.000526592943654555
('ran', 'din'): 0.000526592943654555
('ran', 'yu'): 0.000526592943654555
('ran', 'lan'): 0.000526592943654555
('ran', 'lam'): 0.000526592943654555
('ran', 'tin'): 0.000526592943654555
('ran', 'delp'): 0.000526592943654555
('ran', 'ha'): 0.000526592943654555
('ran', 'ki'): 0.000526592943654555
('ran', 've'): 0.000526592943654555
('ran', 'fil'): 0.000526592943654555
('wtspc', 'sik'): 0.0005257033335615032
('min', 'gan'): 0.0005252100840336134
('min', 'ce'): 0.0005252100840336134
('min', 'hu'): 0.0005252100840336134
('min', 'kin'): 0.0005252100840336134
('min', 'he'): 0.0005252100840336134
('min', 'dir'): 0.0005252100840336134
('min', 'kar'): 0.0005252100840336134
('min', 'ne'): 0.0005252100840336134
('min', 'n'): 0.0005252100840336134
('min', 'ti'): 0.0005252100840336134
('min', 'gu'): 0.0005252100840336134
('min', 'gus'): 0.0005252100840336134
('min', 'kows'): 0.0005252100840336134
('min', 'to'): 0.0005252100840336134
('ve', 'ka'): 0.0005239030779305828
('ger', 'mis'): 0.0005230125523012552
('ger', 'hard'): 0.0005230125523012552
('ger', 'ze'): 0.0005230125523012552
('ger', 'ci'): 0.0005230125523012552
('ger', 'dev'): 0.0005230125523012552
('ger', 'endsntnc'): 0.0005230125523012552
('ger', 'ma'): 0.0005230125523012552
('ger', 'mi'): 0.0005230125523012552
('ya', 'ba'): 0.0005229821604974141
('ya', 'ha'): 0.0005229821604974141
('ya', 'kil'): 0.0005229821604974141
('ya', 'nak'): 0.0005229821604974141
('ya', 'kit'): 0.0005229821604974141
('ya', 'tay'): 0.0005229821604974141
('ya', 'nist'): 0.0005229821604974141
('wtspc', 'dort'): 0.0005229652953658703
('lik', 'bas'): 0.0005221932114882506
('lik', 'han'): 0.0005221932114882506
('ne', 'to'): 0.000521702838063439
('ne', 'ca'): 0.000521702838063439
('ne', 'viz'): 0.000521702838063439
('ne', 'z'): 0.000521702838063439
('ne', 'ver'): 0.000521702838063439
('wtspc', 'for'): 0.0005202272571702375
('le', 'fe'): 0.0005201872674162699
('le', 'fon'): 0.0005201872674162699
('le', 'm'): 0.0005201872674162699
('tir', 'sa'): 0.0005148446885189634
('tir', 'bu'): 0.0005148446885189634
('tir', 'mez'): 0.0005148446885189634
('wtspc', 'tah'): 0.0005147511807789719
('wtspc', 'no'): 0.0005147511807789719
('dir', 'lik'): 0.0005145356315924878
('dir', 'dik'): 0.0005145356315924878
('dir', 'for'): 0.0005145356315924878
('ra', 'mak'): 0.0005134976525821597
('ra', 'nu'): 0.0005134976525821597
('ra', 'ting'): 0.0005134976525821597
('ra', 'no'): 0.0005134976525821597
('ta', 'nir'): 0.0005133846718005134
('ta', 'tif'): 0.0005133846718005134
('do', 'ke'): 0.0005121638924455825
('do', 'yur'): 0.0005121638924455825
('do', 'gup'): 0.0005121638924455825
('do', 'dur'): 0.0005121638924455825
('do', 'endsntnc'): 0.0005121638924455825
('do', 'nizm'): 0.0005121638924455825
('do', 'tos'): 0.0005121638924455825
('do', 'ro'): 0.0005121638924455825
('do', 'ker'): 0.0005121638924455825
('do', 'ni'): 0.0005121638924455825
('do', 'ba'): 0.0005121638924455825
('do', 'nat'): 0.0005121638924455825
('do', 'lun'): 0.0005121638924455825
('do', 'mo'): 0.0005121638924455825
('do', 'nin'): 0.0005121638924455825
('wtspc', 'halk'): 0.0005120131425833391
('wtspc', 'dis'): 0.0005120131425833391
('is', 'ka'): 0.000510986203372509
('is', 'sik'): 0.000510986203372509
('is', 'kem'): 0.000510986203372509
('is', 'r'): 0.000510986203372509
('is', 'tes'): 0.000510986203372509
('is', 'men'): 0.000510986203372509
('is', 'ye'): 0.000510986203372509
('is', 'gor'): 0.000510986203372509
('is', 'fa'): 0.000510986203372509
('is', 'raf'): 0.000510986203372509
('is', 'di'): 0.000510986203372509
('is', 'm'): 0.000510986203372509
('is', 'tan'): 0.000510986203372509
('is', 'li'): 0.000510986203372509
('is', 'hal'): 0.000510986203372509
('is', 'tah'): 0.000510986203372509
('si', 'bi'): 0.0005101330983629365
('si', 'se'): 0.0005101330983629365
('si', 'nav'): 0.0005101330983629365
('mo', 'po'): 0.0005094243504839531
('mo', 'ses'): 0.0005094243504839531
('mus', 'ken'): 0.0005094243504839531
('mo', 'dem'): 0.0005094243504839531
('mo', 'su'): 0.0005094243504839531
('mo', 'lay'): 0.0005094243504839531
('mo', 'log'): 0.0005094243504839531
('mo', 'res'): 0.0005094243504839531
('mo', 'dur'): 0.0005094243504839531
('mo', 'si'): 0.0005094243504839531
('mo', 'pe'): 0.0005094243504839531
('mo', 'fi'): 0.0005094243504839531
('mo', 'nop'): 0.0005094243504839531
('mus', 'suz'): 0.0005094243504839531
('mo', 'gul'): 0.0005094243504839531
('mus', 'ki'): 0.0005094243504839531
('mo', 'tun'): 0.0005094243504839531
('mo', 'vab'): 0.0005094243504839531
('mo', 'das'): 0.0005094243504839531
('mo', 'zi'): 0.0005094243504839531
('mo', 'gal'): 0.0005094243504839531
('mo', 'bat'): 0.0005094243504839531
('mo', 'nic'): 0.0005094243504839531
('mus', 'tang'): 0.0005094243504839531
('mo', 'key'): 0.0005094243504839531
('mus', 't'): 0.0005094243504839531
('mus', 'ten'): 0.0005094243504839531
('mo', 'tors'): 0.0005094243504839531
('mo', 'vi'): 0.0005094243504839531
('mo', 'vun'): 0.0005094243504839531
('mo', 'lensk'): 0.0005094243504839531
('mus', 'id'): 0.0005094243504839531
('mo', 'r'): 0.0005094243504839531
('mo', 'hac'): 0.0005094243504839531
('mus', 'luk'): 0.0005094243504839531
('mo', 'mor'): 0.0005094243504839531
('mo', 'nofsky'): 0.0005094243504839531
('mo', 'zar'): 0.0005094243504839531
('mo', 'les'): 0.0005094243504839531
('mo', 'tu'): 0.0005094243504839531
('mo', 'not'): 0.0005094243504839531
('mo', 'lin'): 0.0005094243504839531
('mo', 'rar'): 0.0005094243504839531
('mo', 'nas'): 0.0005094243504839531
('mo', 'd'): 0.0005094243504839531
('mo', 'kis'): 0.0005094243504839531
('mo', 'lit'): 0.0005094243504839531
('mo', 'rel'): 0.0005094243504839531
('mus', 'pa'): 0.0005094243504839531
('mo', 'noty'): 0.0005094243504839531
